0 -7.309743 0.982984 -0.572497 1.206017 -0.274176 -1.044276 -1.206441 -3.447566 0.308460 -1.383776 -0.190258 1.233801 1.043555 -0.913374 -0.370395 -0.873816 -0.445284 0.521518 0.459965 0.369497 -0.536448 -0.720874 0.488800 0.227587 0.580469 0.350582 0.369544 0.175304 -0.319869 0.434956 0.234605 0.630928
0 -0.895342 0.300100 0.015851 0.090989 1.752583 1.701776 -0.783622 0.613707 0.455451 -0.355670 -0.629600 -0.487494 0.139529 0.828446 0.060118 -0.164217 0.740101 -0.995507 -0.269052 -0.049777 -0.281005 0.351302 -0.015913 -0.549772 0.069076 -0.029282 0.356049 -0.211030 -0.190045 -0.200298 0.261947 0.247033
1 8.209170 -1.627117 -0.598697 0.896917 -1.505801 -0.059615 3.549072 0.625275 -0.407507 -0.505676 -0.615593 0.212880 -0.866554 0.135919 0.260781 1.156581 -0.301120 0.925194 -1.045123 2.260931 -1.171271 -1.440069 -0.368121 0.224948 -0.358273 0.121319 -0.175185 0.137558 0.454211 0.187228 -0.375005 0.011394
0 -7.242370 1.027241 -0.776409 1.331427 0.846355 0.397790 -0.742063 0.519838 0.645979 -0.295442 -0.552128 -0.192527 0.935542 0.261623 0.072599 -0.736810 1.158676 -1.086555 -0.298081 0.108592 0.849820 0.302983 0.093387 0.056313 0.342950 0.514868 -0.076556 0.042697 -0.269739 -0.247489 0.131361 0.182640
0 0.256469 -4.922442 3.072360 0.811608 -2.621094 -0.278994 4.198171 2.171540 2.345439 -1.899341 -0.355218 -0.571953 0.196208 2.351239 0.436026 -1.938612 -1.173216 0.744353 1.293904 -1.684220 -0.622403 0.769583 -0.181217 -0.120997 -0.170055 0.121357 0.461582 0.625604 0.058201 -0.123421 -0.550627 -0.019452
0 -6.736603 -2.084406 1.034465 0.631846 1.191369 1.348532 -0.346870 1.282323 -1.084879 1.257693 -0.073923 -0.520727 -0.094403 -0.708176 0.425332 0.342417 0.800602 0.248323 -0.533735 -0.072191 0.026190 0.636560 0.599770 0.196904 -0.399465 -0.026214 0.704318 -0.302082 0.060438 -0.206576 0.180428 -0.207884
1 5.257137 -3.019767 1.466291 1.628521 1.451402 -0.623101 -1.848349 0.161528 -0.406644 1.324064 0.165642 -1.104686 -0.056779 -1.025904 0.088597 0.451590 -0.881437 -1.622518 -0.038064 -0.450193 0.781734 0.444227 -0.014591 0.801029 0.615203 0.571414 0.640913 -0.463728 0.155872 -0.100638 -0.336421 0.550492
1 5.208139 -0.883305 -1.114299 2.025952 1.218369 -0.027253 -0.440192 0.907775 -0.173165 1.049942 -0.023970 -1.579933 -0.809397 -0.516466 1.680438 -0.805902 -0.609649 -0.706774 -0.138662 0.494054 0.422055 -0.685764 -0.284489 0.507587 0.356263 -0.453965 -0.151025 0.281240 -0.511050 -0.076166 -0.364492 0.309939
0 -9.754803 0.392543 0.861398 0.142583 1.407365 2.076320 0.978618 1.483824 -1.051633 0.314348 -0.254464 0.403080 -0.705225 -0.120291 0.378668 -0.582462 0.710056 0.796315 -0.645294 -0.035121 0.269603 0.256881 -0.358778 -0.229051 -0.453369 -0.379929 -0.256024 -0.468447 0.453324 0.137460 0.225905 -0.205387
1 4.044660 -0.553631 -0.817530 -1.321053 0.770739 1.173658 0.059537 -0.376480 -0.584277 -0.203482 -0.416585 0.379886 -0.882953 0.327516 -0.129647 -0.539065 -0.516515 0.067784 0.109685 0.367670 -0.567719 0.011552 -0.497762 -0.185764 -0.144322 -0.210244 -0.307047 0.135053 0.235433 -0.146449 0.147556 -0.023268
